event_id,sme_id,title,start_datetime,end_datetime
EVT0333,SME066,Team Meeting,2026-08-26T18:00:00,2026-08-26T19:30:00
EVT0334,SME066,1:1 Sync,2026-08-27T12:00:00,2026-08-27T12:30:00
EVT0335,SME066,Team Meeting,2026-08-29T23:30:00,2026-08-30T00:30:00
EVT0336,SME066,Office Hours,2026-08-26T20:00:00,2026-08-26T21:30:00
EVT0337,SME067,Curriculum Review,2026-08-25T11:00:00,2026-08-25T12:00:00
EVT0338,SME067,1:1 Sync,2026-08-25T06:30:00,2026-08-25T07:00:00
EVT0339,SME067,Interview Panel,2026-08-26T08:30:00,2026-08-26T09:30:00
EVT0340,SME067,Cohort Class,2026-08-24T11:00:00,2026-08-24T12:00:00
EVT0341,SME067,Personal Block,2026-08-24T03:00:00,2026-08-24T03:45:00
EVT0342,SME067,Training,2026-08-29T08:30:00,2026-08-29T09:00:00
EVT0343,SME067,Team Meeting,2026-08-26T13:00:00,2026-08-26T13:30:00
EVT0344,SME067,Planning Session,2026-08-29T04:00:00,2026-08-29T05:00:00
EVT0345,SME068,Planning Session,2026-08-24T10:00:00,2026-08-24T10:45:00
EVT0346,SME068,Personal Block,2026-08-28T13:30:00,2026-08-28T14:30:00
EVT0347,SME068,1:1 Sync,2026-08-26T12:30:00,2026-08-26T14:00:00
EVT0348,SME068,1:1 Sync,2026-08-29T05:30:00,2026-08-29T06:30:00
EVT0349,SME068,Client Session,2026-08-28T06:00:00,2026-08-28T07:30:00
EVT0350,SME068,Client Session,2026-08-25T14:00:00,2026-08-25T15:30:00
EVT0351,SME068,Office Hours,2026-08-24T03:00:00,2026-08-24T03:45:00
EVT0352,SME068,1:1 Sync,2026-08-25T09:30:00,2026-08-25T10:30:00
EVT0353,SME069,Planning Session,2026-08-28T12:30:00,2026-08-28T13:30:00
EVT0354,SME069,Office Hours,2026-08-27T14:30:00,2026-08-27T16:00:00
EVT0355,SME069,1:1 Sync,2026-08-29T10:00:00,2026-08-29T10:45:00
EVT0356,SME069,1:1 Sync,2026-08-25T11:30:00,2026-08-25T12:15:00
EVT0357,SME069,Office Hours,2026-08-28T05:00:00,2026-08-28T06:30:00
EVT0358,SME069,Client Session,2026-08-24T15:00:00,2026-08-24T16:00:00
EVT0359,SME070,Planning Session,2026-08-27T08:00:00,2026-08-27T09:00:00
EVT0360,SME070,Training,2026-08-26T07:00:00,2026-08-26T07:30:00
EVT0361,SME070,Office Hours,2026-08-26T12:30:00,2026-08-26T13:30:00
EVT0362,SME070,Team Meeting,2026-08-24T09:00:00,2026-08-24T10:30:00
EVT0363,SME070,Office Hours,2026-08-26T11:00:00,2026-08-26T11:45:00
EVT0364,SME070,Planning Session,2026-08-24T13:30:00,2026-08-24T14:30:00
EVT0365,SME070,Planning Session,2026-08-27T12:30:00,2026-08-27T14:00:00
EVT0366,SME071,Office Hours,2026-08-25T11:00:00,2026-08-25T12:30:00
EVT0367,SME071,Planning Session,2026-08-25T14:00:00,2026-08-25T14:30:00
EVT0368,SME071,Interview Panel,2026-08-29T12:00:00,2026-08-29T13:30:00
EVT0369,SME071,Personal Block,2026-08-27T07:30:00,2026-08-27T09:00:00
EVT0370,SME072,1:1 Sync,2026-08-24T04:30:00,2026-08-24T05:30:00
EVT0371,SME072,Planning Session,2026-08-29T03:30:00,2026-08-29T04:15:00
EVT0372,SME072,Office Hours,2026-08-28T11:30:00,2026-08-28T12:15:00
EVT0373,SME072,Team Meeting,2026-08-28T02:30:00,2026-08-28T03:15:00
EVT0374,SME072,Client Session,2026-08-26T05:30:00,2026-08-26T07:00:00
EVT0375,SME072,Team Meeting,2026-08-26T08:30:00,2026-08-26T10:00:00
EVT0376,SME072,Client Session,2026-08-28T08:00:00,2026-08-28T09:00:00
EVT0377,SME072,Cohort Class,2026-08-24T03:30:00,2026-08-24T04:30:00
EVT0378,SME073,Curriculum Review,2026-08-26T13:00:00,2026-08-26T14:00:00
EVT0379,SME073,Cohort Class,2026-08-29T14:00:00,2026-08-29T15:00:00
EVT0380,SME073,Curriculum Review,2026-08-24T23:00:00,2026-08-25T00:00:00
EVT0381,SME073,Training,2026-08-24T17:00:00,2026-08-24T18:30:00
EVT0382,SME074,Interview Panel,2026-08-27T03:30:00,2026-08-27T04:15:00
EVT0383,SME074,1:1 Sync,2026-08-28T11:30:00,2026-08-28T13:00:00
EVT0384,SME074,Team Meeting,2026-08-28T08:30:00,2026-08-28T09:30:00
EVT0385,SME074,Office Hours,2026-08-26T10:00:00,2026-08-26T10:30:00
EVT0386,SME074,Personal Block,2026-08-24T08:30:00,2026-08-24T09:00:00
EVT0387,SME075,1:1 Sync,2026-08-28T12:30:00,2026-08-28T13:15:00
EVT0388,SME075,Office Hours,2026-08-29T05:00:00,2026-08-29T06:30:00
EVT0389,SME075,Training,2026-08-24T12:30:00,2026-08-24T13:15:00
EVT0390,SME075,1:1 Sync,2026-08-28T04:30:00,2026-08-28T06:00:00
EVT0391,SME075,Planning Session,2026-08-27T02:30:00,2026-08-27T04:00:00
EVT0392,SME075,Team Meeting,2026-08-26T12:30:00,2026-08-26T13:00:00
EVT0393,SME075,Training,2026-08-27T07:00:00,2026-08-27T08:30:00
EVT0394,SME076,Cohort Class,2026-08-25T12:00:00,2026-08-25T12:30:00
EVT0395,SME076,Client Session,2026-08-29T10:30:00,2026-08-29T11:30:00
EVT0396,SME076,1:1 Sync,2026-08-27T13:30:00,2026-08-27T14:15:00
EVT0397,SME076,Training,2026-08-26T08:30:00,2026-08-26T09:30:00
EVT0398,SME076,Interview Panel,2026-08-29T07:00:00,2026-08-29T08:00:00
EVT0399,SME076,Office Hours,2026-08-29T08:00:00,2026-08-29T08:45:00
EVT0400,SME076,Team Meeting,2026-08-28T07:30:00,2026-08-28T08:15:00
EVT0401,SME076,Cohort Class,2026-08-28T09:30:00,2026-08-28T10:00:00
EVT0402,SME077,1:1 Sync,2026-08-28T14:00:00,2026-08-28T15:30:00
EVT0403,SME077,Office Hours,2026-08-24T12:30:00,2026-08-24T13:00:00
EVT0404,SME077,Planning Session,2026-08-29T04:00:00,2026-08-29T05:30:00
EVT0405,SME077,Client Session,2026-08-26T08:30:00,2026-08-26T09:00:00
EVT0406,SME077,Team Meeting,2026-08-27T07:30:00,2026-08-27T09:00:00
EVT0407,SME077,Training,2026-08-25T13:30:00,2026-08-25T14:30:00
EVT0408,SME078,Interview Panel,2026-08-24T16:30:00,2026-08-24T17:15:00
EVT0409,SME078,Office Hours,2026-08-27T12:00:00,2026-08-27T13:00:00
EVT0410,SME078,Interview Panel,2026-08-29T18:00:00,2026-08-29T18:30:00
EVT0411,SME078,Planning Session,2026-08-29T13:00:00,2026-08-29T14:00:00
EVT0412,SME079,Client Session,2026-08-27T04:30:00,2026-08-27T05:15:00
EVT0413,SME079,Personal Block,2026-08-28T04:30:00,2026-08-28T05:15:00
EVT0414,SME079,Team Meeting,2026-08-28T06:00:00,2026-08-28T06:45:00
EVT0415,SME079,Team Meeting,2026-08-29T13:00:00,2026-08-29T14:30:00
EVT0416,SME079,Curriculum Review,2026-08-27T12:30:00,2026-08-27T13:30:00
EVT0417,SME079,Office Hours,2026-08-27T06:30:00,2026-08-27T08:00:00
EVT0418,SME079,Team Meeting,2026-08-26T10:30:00,2026-08-26T11:15:00
EVT0419,SME080,Team Meeting,2026-08-27T11:00:00,2026-08-27T12:00:00
EVT0420,SME080,Planning Session,2026-08-27T06:00:00,2026-08-27T06:30:00
EVT0421,SME080,Client Session,2026-08-24T13:30:00,2026-08-24T15:00:00
EVT0422,SME080,Personal Block,2026-08-25T05:30:00,2026-08-25T06:30:00
EVT0423,SME080,Personal Block,2026-08-27T08:30:00,2026-08-27T09:30:00
EVT0424,SME081,Team Meeting,2026-08-24T11:00:00,2026-08-24T12:00:00
EVT0425,SME081,Planning Session,2026-08-26T12:00:00,2026-08-26T12:30:00
EVT0426,SME081,Planning Session,2026-08-28T11:00:00,2026-08-28T12:30:00
EVT0427,SME081,Curriculum Review,2026-08-24T05:00:00,2026-08-24T05:30:00
EVT0428,SME082,Office Hours,2026-08-29T16:00:00,2026-08-29T16:30:00
EVT0429,SME082,Client Session,2026-08-24T19:30:00,2026-08-24T20:00:00
EVT0430,SME082,Curriculum Review,2026-08-29T15:00:00,2026-08-29T16:00:00
EVT0431,SME082,Planning Session,2026-08-27T16:30:00,2026-08-27T17:15:00
EVT0432,SME082,Curriculum Review,2026-08-30T00:00:00,2026-08-30T01:30:00
EVT0433,SME083,Team Meeting,2026-08-27T09:00:00,2026-08-27T10:00:00
EVT0434,SME083,Planning Session,2026-08-24T01:00:00,2026-08-24T01:30:00
EVT0435,SME083,Training,2026-08-25T09:00:00,2026-08-25T10:00:00
EVT0436,SME083,Interview Panel,2026-08-27T07:30:00,2026-08-27T08:15:00
EVT0437,SME083,Personal Block,2026-08-25T00:00:00,2026-08-25T00:45:00
EVT0438,SME083,Planning Session,2026-08-28T06:30:00,2026-08-28T07:30:00
EVT0439,SME084,Planning Session,2026-08-25T09:30:00,2026-08-25T10:30:00
EVT0440,SME084,1:1 Sync,2026-08-26T11:30:00,2026-08-26T12:00:00
EVT0441,SME084,Interview Panel,2026-08-28T17:00:00,2026-08-28T17:30:00
EVT0442,SME084,Training,2026-08-28T15:00:00,2026-08-28T16:30:00
EVT0443,SME084,Planning Session,2026-08-28T18:30:00,2026-08-28T19:30:00
EVT0444,SME084,Client Session,2026-08-26T13:30:00,2026-08-26T14:15:00
EVT0445,SME084,Team Meeting,2026-08-27T07:30:00,2026-08-27T08:15:00
EVT0446,SME085,Planning Session,2026-08-25T11:00:00,2026-08-25T12:30:00
EVT0447,SME085,Curriculum Review,2026-08-25T03:30:00,2026-08-25T04:30:00
EVT0448,SME085,Training,2026-08-25T06:00:00,2026-08-25T06:30:00
EVT0449,SME085,1:1 Sync,2026-08-24T01:30:00,2026-08-24T02:00:00
EVT0450,SME085,Cohort Class,2026-08-24T03:00:00,2026-08-24T04:00:00
EVT0451,SME085,Team Meeting,2026-08-28T03:00:00,2026-08-28T03:45:00
EVT0452,SME085,Training,2026-08-29T02:30:00,2026-08-29T03:00:00
EVT0453,SME085,Training,2026-08-25T04:30:00,2026-08-25T05:15:00
EVT0454,SME086,Client Session,2026-08-29T05:00:00,2026-08-29T05:30:00
EVT0455,SME086,1:1 Sync,2026-08-25T04:30:00,2026-08-25T05:15:00
EVT0456,SME086,Planning Session,2026-08-27T14:00:00,2026-08-27T15:00:00
EVT0457,SME086,Planning Session,2026-08-27T12:30:00,2026-08-27T13:00:00
EVT0458,SME086,Training,2026-08-28T06:00:00,2026-08-28T06:45:00
EVT0459,SME087,1:1 Sync,2026-08-24T10:30:00,2026-08-24T11:15:00
EVT0460,SME087,Office Hours,2026-08-28T07:00:00,2026-08-28T07:30:00
EVT0461,SME087,1:1 Sync,2026-08-29T09:00:00,2026-08-29T09:45:00
EVT0462,SME087,1:1 Sync,2026-08-27T10:30:00,2026-08-27T12:00:00
EVT0463,SME088,Office Hours,2026-08-25T12:30:00,2026-08-25T14:00:00
EVT0464,SME088,Interview Panel,2026-08-27T11:30:00,2026-08-27T12:00:00
EVT0465,SME088,Curriculum Review,2026-08-25T10:30:00,2026-08-25T11:15:00
EVT0466,SME088,1:1 Sync,2026-08-28T09:30:00,2026-08-28T10:30:00
EVT0467,SME088,Office Hours,2026-08-24T09:00:00,2026-08-24T10:00:00
EVT0468,SME088,Office Hours,2026-08-28T12:00:00,2026-08-28T12:30:00
EVT0469,SME089,Office Hours,2026-08-28T17:30:00,2026-08-28T19:00:00
EVT0470,SME089,Training,2026-08-27T18:30:00,2026-08-27T20:00:00
EVT0471,SME089,Office Hours,2026-08-26T18:00:00,2026-08-26T18:45:00
EVT0472,SME089,Client Session,2026-08-25T16:00:00,2026-08-25T17:00:00
EVT0473,SME089,Interview Panel,2026-08-26T20:00:00,2026-08-26T21:00:00
EVT0474,SME089,Team Meeting,2026-08-24T13:00:00,2026-08-24T14:00:00
EVT0475,SME089,Training,2026-08-28T15:30:00,2026-08-28T16:15:00
EVT0476,SME090,Planning Session,2026-08-26T14:00:00,2026-08-26T14:45:00
EVT0477,SME090,Personal Block,2026-08-25T14:00:00,2026-08-25T14:30:00
EVT0478,SME090,Planning Session,2026-08-26T08:00:00,2026-08-26T09:30:00
EVT0479,SME090,Curriculum Review,2026-08-29T03:00:00,2026-08-29T03:45:00
EVT0480,SME090,Interview Panel,2026-08-25T05:30:00,2026-08-25T07:00:00
EVT0481,SME091,Training,2026-08-28T11:00:00,2026-08-28T12:30:00
EVT0482,SME091,Curriculum Review,2026-08-24T07:30:00,2026-08-24T09:00:00
EVT0483,SME091,Training,2026-08-25T10:00:00,2026-08-25T10:30:00
EVT0484,SME091,Team Meeting,2026-08-25T11:30:00,2026-08-25T12:30:00
EVT0485,SME091,Interview Panel,2026-08-27T13:00:00,2026-08-27T14:00:00
EVT0486,SME091,Training,2026-08-27T09:00:00,2026-08-27T10:00:00
EVT0487,SME091,Cohort Class,2026-08-28T02:30:00,2026-08-28T03:15:00
EVT0488,SME092,Interview Panel,2026-08-28T10:30:00,2026-08-28T12:00:00
EVT0489,SME092,Office Hours,2026-08-27T01:30:00,2026-08-27T02:15:00
EVT0490,SME092,Client Session,2026-08-24T05:30:00,2026-08-24T06:30:00
EVT0491,SME092,Planning Session,2026-08-25T01:00:00,2026-08-25T01:30:00
EVT0492,SME092,Client Session,2026-08-27T00:00:00,2026-08-27T00:45:00
EVT0493,SME093,1:1 Sync,2026-08-26T05:30:00,2026-08-26T06:30:00
EVT0494,SME093,1:1 Sync,2026-08-24T09:30:00,2026-08-24T10:30:00
EVT0495,SME093,Curriculum Review,2026-08-24T05:00:00,2026-08-24T06:30:00
EVT0496,SME093,Office Hours,2026-08-25T03:30:00,2026-08-25T05:00:00
EVT0497,SME093,Cohort Class,2026-08-29T04:00:00,2026-08-29T04:45:00
EVT0498,SME093,Cohort Class,2026-08-25T07:00:00,2026-08-25T08:30:00
EVT0499,SME094,Personal Block,2026-08-28T11:00:00,2026-08-28T12:30:00
EVT0500,SME094,Client Session,2026-08-25T07:00:00,2026-08-25T08:30:00
EVT0501,SME094,Planning Session,2026-08-27T16:00:00,2026-08-27T17:00:00
EVT0502,SME094,Client Session,2026-08-27T14:30:00,2026-08-27T15:00:00
EVT0503,SME094,Personal Block,2026-08-26T17:30:00,2026-08-26T18:30:00
EVT0504,SME094,Curriculum Review,2026-08-25T09:30:00,2026-08-25T11:00:00
EVT0505,SME094,Team Meeting,2026-08-29T09:00:00,2026-08-29T10:30:00
EVT0506,SME095,Interview Panel,2026-08-25T11:30:00,2026-08-25T12:00:00
EVT0507,SME095,Client Session,2026-08-27T13:00:00,2026-08-27T14:00:00
EVT0508,SME095,Office Hours,2026-08-24T15:30:00,2026-08-24T17:00:00
EVT0509,SME095,Office Hours,2026-08-25T11:00:00,2026-08-25T11:30:00
EVT0510,SME096,Training,2026-08-25T01:30:00,2026-08-25T03:00:00
EVT0511,SME096,Team Meeting,2026-08-29T21:00:00,2026-08-29T22:30:00
EVT0512,SME096,Training,2026-08-24T19:00:00,2026-08-24T19:45:00
EVT0513,SME097,Client Session,2026-08-29T19:30:00,2026-08-29T21:00:00
EVT0514,SME097,Cohort Class,2026-08-24T20:00:00,2026-08-24T21:30:00
EVT0515,SME097,Team Meeting,2026-08-27T16:00:00,2026-08-27T16:45:00
EVT0516,SME097,Client Session,2026-08-28T13:00:00,2026-08-28T14:00:00
EVT0517,SME097,Client Session,2026-08-28T23:30:00,2026-08-29T00:15:00
EVT0518,SME097,Office Hours,2026-08-29T12:30:00,2026-08-29T13:15:00
EVT0519,SME097,1:1 Sync,2026-08-26T14:00:00,2026-08-26T14:30:00
EVT0520,SME097,Curriculum Review,2026-08-25T19:00:00,2026-08-25T19:30:00
EVT0521,SME098,Team Meeting,2026-08-26T07:00:00,2026-08-26T07:30:00
EVT0522,SME098,Interview Panel,2026-08-27T03:00:00,2026-08-27T04:00:00
EVT0523,SME098,Team Meeting,2026-08-25T01:00:00,2026-08-25T02:30:00
EVT0524,SME098,Interview Panel,2026-08-24T05:00:00,2026-08-24T05:30:00
EVT0525,SME098,Team Meeting,2026-08-24T10:00:00,2026-08-24T10:45:00
EVT0526,SME098,Training,2026-08-27T08:00:00,2026-08-27T09:00:00
EVT0527,SME098,1:1 Sync,2026-08-28T10:00:00,2026-08-28T10:45:00
EVT0528,SME098,Interview Panel,2026-08-27T06:00:00,2026-08-27T06:45:00
EVT0529,SME099,Curriculum Review,2026-08-26T07:30:00,2026-08-26T08:00:00
EVT0530,SME099,Interview Panel,2026-08-29T07:30:00,2026-08-29T09:00:00
EVT0531,SME099,Planning Session,2026-08-27T05:30:00,2026-08-27T06:30:00
EVT0532,SME100,Personal Block,2026-08-24T16:00:00,2026-08-24T17:30:00
EVT0533,SME100,Personal Block,2026-08-28T22:00:00,2026-08-28T22:45:00
EVT0534,SME100,Cohort Class,2026-08-25T00:30:00,2026-08-25T02:00:00
EVT0535,SME100,Client Session,2026-08-26T17:30:00,2026-08-26T19:00:00
EVT0536,SME100,1:1 Sync,2026-08-26T15:30:00,2026-08-26T17:00:00
EVT0537,SME036,Interview Panel,2026-08-24T04:30:00,2026-08-24T05:30:00
EVT0538,SME015,Cohort Class,2026-08-26T05:30:00,2026-08-26T06:15:00
EVT0539,SME009,Client Session,2026-08-27T09:30:00,2026-08-27T10:15:00
